id,japanese,reading,french,category,lesson,level,ready
"v0001","わたし","わたし","je, moi","nom/autre","1","N5","true"
"v0002","あなた","あなた","vous (singulier)","nom/autre","1","N5","true"
"v0003","あの 人（あの 方）","あの ひと（あの かた）","cette personne(-là); il, lui, elle (あの かた est la forme polie de あの ひと)","nom/autre","1","N5","true"
"v0004","～さん","～さん","M., Mme, Mlle (suffixe ajouté au nom pour exprimer la politesse)","nom/autre","1","N5","true"
"v0005","～ちゃん","～ちゃん","(suffixe ajouté au prénom d'un enfant à la place de ～さん)","nom/autre","1","N5","true"
"v0006","～人","～じん","(suffixe ajouté au nom d'un pays, ce qui signifie qu'une personne est de cette nationalité ex : アメリカじん un(e) Américain(e))","nom/autre","1","N5","true"
"v0007","先生","せんせい","professeur, instituteur, maître (ne s'emploie pas pour désigner sa propre profession)","nom/autre","1","N5","true"
"v0008","教師","きょうし","enseignant","nom/autre","1","N5","true"
"v0009","学生","がくせい","étudiant","nom/autre","1","N5","true"
"v0010","会社員","かいしゃいん","employé d'une compagnie","nom/autre","1","N5","true"
"v0011","社員","しゃいん","employé (utilisé avec le nom de la compagnie ex : IMC の しゃいん)","nom/autre","1","N5","true"
"v0012","銀行員","ぎんこういん","employé de banque","nom/autre","1","N5","true"
"v0013","医者","いしゃ","médecin","nom/autre","1","N5","true"
"v0014","研究者","けんきゅうしゃ","chercheur","nom/autre","1","N5","true"
"v0015","大学","だいがく","université","nom/autre","1","N5","true"
"v0016","病院","びょういん","hôpital","nom/autre","1","N5","true"
"v0017","だれ（どなた）","だれ（どなた）","qui (どなた est la forme polie de だれ)","nom/autre","1","N5","true"
"v0018","－歳","－さい","－ an(s)","nom/autre","1","N5","true"
"v0019","何歳","なんさい（おいくつ）","quel âge (おいくつ est la forme polie de なんさい)","nom/autre","1","N5","true"
"v0020","はい","はい","oui","expression","1","N5","true"
"v0021","いいえ","いいえ","non","expression","1","N5","true"
"v0022","初めまして。","はじめまして。","Enchanté (litt. Je vous rencontre pour la première fois. L'expression est utilisée habituellement comme première phrase lors de la présentation de soi)","expression","1","N5","true"
"v0023","～から 来ました。","～から きました。","Je viens (je suis venu) de ～.","verbe","1","N5","true"
"v0024","よろしく。","よろしく。","Très heureux de faire votre connaissance (litt. Merci de votre haute bienveillance. On utilise l'expression à la fin de la présentation de soi).","expression","1","N5","true"
"v0025","失礼ですが","しつれいですが","Excusez-moi (l'expression est utilisée lorsqu'on demande une information personnelle à l'interlocuteur telle que son nom ou son adresse).","nom/autre","1","N5","true"
"v0026","お名前は？","おなまえは？","Comment vous appelez-vous? Quel est votre nom?","expression","1","N5","true"
"v0027","こちらは ～さんです。","こちらは ～さんです。","Voici M. (Mme, Mlle) ～.","expression","1","N5","true"
"v0028","アメリカ","アメリカ","États-Unis","nom/autre","1","N5","true"
"v0029","イギリス","イギリス","Angleterre","nom/autre","1","N5","true"
"v0030","インド","インド","Inde","nom/autre","1","N5","true"
"v0031","インドネシア","インドネシア","Indonésie","nom/autre","1","N5","true"
"v0032","韓国","かんこく","Corée (du Sud)","nom/autre","1","N5","true"
"v0033","タイ","タイ","Thaïlande","nom/autre","1","N5","true"
"v0034","中国","ちゅうごく","Chine","nom/autre","1","N5","true"
"v0035","ドイツ","ドイツ","Allemagne","nom/autre","1","N5","true"
"v0036","日本","にほん","Japon","nom/autre","1","N5","true"
"v0037","ブラジル","ブラジル","Brésil","nom/autre","1","N5","true"
"v0042","わたしたち","わたしたち","nous","nom/autre","1","N5","true"
"v0043","皆さん","みなさん","(vous) tous, Mesdames, Mesdemoiselles et Messieurs","nom/autre","1","N5","true"
"v0044","～君","～くん","(suffixe ajouté au nom ou au prénom d'un garçon)","nom/autre","1","N5","true"
"v0045","エンジニア","エンジニア","ingénieur","nom/autre","1","N5","true"
"v0046","電気","でんき","électricité, lampe, lumière","nom/autre","1","N5","true"
"v0047","フランス","フランス","France","nom/autre","1","N5","true"
"v0048","これ","これ","ce, ceci (celui qui se trouve près du locuteur)","nom/autre","2","N5","true"
"v0049","それ","それ","ce, cela (celui qui se trouve près de l'interlocuteur)","nom/autre","2","N5","true"
"v0050","あれ","あれ","ce, cela (celui que se trouve loin du locuteur et de l'interlocuteur)","nom/autre","2","N5","true"
"v0051","この ～","この ～","ce, cette ～ ci","nom/autre","2","N5","true"
"v0052","その ～","その ～","ce, cette ～ là","nom/autre","2","N5","true"
"v0053","あの ～","あの ～","ce, cette ～ là-bas","nom/autre","2","N5","true"
"v0054","本","ほん","livre","nom/autre","2","N5","true"
"v0055","辞書","じしょ","dictionnaire","nom/autre","2","N5","true"
"v0056","雑誌","ざっし","magazine, revue","nom/autre","2","N5","true"
"v0057","新聞","しんぶん","journal","nom/autre","2","N5","true"
"v0058","ノート","ノート","cahier","nom/autre","2","N5","true"
"v0059","手帳","てちょう","agenda, carnet","nom/autre","2","N5","true"
"v0060","名刺","めいし","carte de visite","nom/autre","2","N5","true"
"v0061","カード","カード","carte","nom/autre","2","N5","true"
"v0062","鉛筆","えんぴつ","crayon papier","nom/autre","2","N5","true"
"v0063","ボールペン","ボールペン","stylo à bille","nom/autre","2","N5","true"
"v0064","シャープペンシル","シャープペンシル","porte-mine","nom/autre","2","N5","true"
"v0065","かぎ","かぎ","clé","nom/autre","2","N5","true"
"v0066","時計","とけい","montre, horloge, réveil","nom/autre","2","N5","true"
"v0067","傘","かさ","parapluie","nom/autre","2","N5","true"
"v0068","かばん","かばん","sac","nom/autre","2","N5","true"
"v0069","CD","CD","CD","nom/autre","2","N5","true"
"v0070","テレビ","テレビ","télévision","nom/autre","2","N5","true"
"v0071","ラジオ","ラジオ","radio","nom/autre","2","N5","true"
"v0072","カメラ","カメラ","appareil-photo","nom/autre","2","N5","true"
"v0073","コンピューター","コンピューター","ordinateur","nom/autre","2","N5","true"
"v0074","車","くるま","voiture","nom/autre","2","N5","true"
"v0075","机","つくえ","table, bureau","nom/autre","2","N5","true"
"v0076","いす","いす","chaise","nom/autre","2","N5","true"
"v0077","チョコレート","チョコレート","chocolat","nom/autre","2","N5","true"
"v0078","コーヒー","コーヒー","café","nom/autre","2","N5","true"
"v0079","土産","みやげ","souvenir, cadeau","nom/autre","2","N5","true"
"v0080","英語","えいご","anglais","nom/autre","2","N5","true"
"v0081","日本語","にほんご","japonais","nom/autre","2","N5","true"
"v0082","～語","～ご","langue～","nom/autre","2","N5","true"
"v0083","何","なん","que, quoi","nom/autre","2","N5","true"
"v0084","そう","そう","C'est cela","nom/autre","2","N5","true"
"v0085","あのう","あのう","euh (expression utilisée pour s'adresser avec gêne ou hésitation)","nom/autre","2","N5","true"
"v0086","えっ","えっ","Ah (émis lorsque l'on a entendu quelque chose d'inattendu)","nom/autre","2","N5","true"
"v0087","どうぞ。","どうぞ。","Tenez, je vous en prie (s'emploie lorsque l'on offre quelque chose).","expression","2","N5","true"
"v0088","ありがとう。","ありがとう。","Merci [beaucoup].","expression","2","N5","true"
"v0089","そうですか。","そうですか。","Ah bon./Ah, d'accord.","expression","2","N5","true"
"v0090","違います。","ちがいます。","Non, ce n'est pas cela./Vous avez tort.","expression","2","N5","true"
"v0091","あ","あ","Ah (émis lorsque l'on s'est rendu compte de quelque chose)","nom/autre","2","N5","true"
"v0092","これから お世話に なります。","これから おせわに なります。","Je suis heureux de vous connaître (litt. Je suis ravi de pouvoir compter sur vous).","expression","2","N5","true"
"v0093","こちらこそよろしく。","こちらこそよろしく。","réponse àよろしく(Très heureux de faire votre connaissance)","expression","2","N5","true"
"v0094","テレホンカード","テレホンカード","carte de téléphone","nom/autre","2","N5","true"
"v0095","テープ","テープ","ruban","nom/autre","2","N5","true"
"v0096","テープレコーダー","テープレコーダー","magnétophone","nom/autre","2","N5","true"
"v0097","自動車","じどうしゃ","voiture","nom/autre","2","N5","true"
"v0098","ほんの 気持ちです。","ほんの きもちです。","C'est un tout petit cadeau./C'est un modeste témoignage de reconnaissance.","expression","2","N5","true"
"v0099","どうも。","どうも。","Merci.","expression","2","N5","true"
"v0100","ここ","ここ","ici, cet endroit","nom/autre","3","N5","true"
"v0101","そこ","そこ","là, là-bas, cet endroit (près de vous)","nom/autre","3","N5","true"
"v0102","あそこ","あそこ","là-bas","nom/autre","3","N5","true"
"v0103","どこ","どこ","où","nom/autre","3","N5","true"
"v0104","こちら","こちら","cette direction-ci, ici (expression polie de ここ)","nom/autre","3","N5","true"
"v0105","そちら","そちら","cette direction-là, là-bas (expression polie de そこ)","nom/autre","3","N5","true"
"v0106","あちら","あちら","cette direction-là, là-bas (expression polie de あそこ)","nom/autre","3","N5","true"
"v0107","どちら","どちら","quelle direction, où (expression polie de どこ)","nom/autre","3","N5","true"
"v0108","教室","きょうしつ","salle de cours","nom/autre","3","N5","true"
"v0109","食堂","しょくどう","restaurant, cantine","nom/autre","3","N5","true"
"v0110","事務所","じむしょ","bureau","nom/autre","3","N5","true"
"v0111","会議室","かいぎしつ","salle de réunion","nom/autre","3","N5","true"
"v0112","受付","うけつけ","accueil","nom/autre","3","N5","true"
"v0113","ロビー","ロビー","hall","nom/autre","3","N5","true"
"v0114","部屋","へや","salle, chambre","nom/autre","3","N5","true"
"v0115","トイレ（お手洗い）","トイレ（おてあらい）","toilettes","nom/autre","3","N5","true"
"v0116","階段","かいだん","escalier","nom/autre","3","N5","true"
"v0117","エレベーター","エレベーター","ascenseur","nom/autre","3","N5","true"
"v0118","エスカレーター","エスカレーター","escalator","nom/autre","3","N5","true"
"v0119","自動販売機","じどうはんばいき","distributeur automatique","nom/autre","3","N5","true"
"v0120","電話","でんわ","téléphone","nom/autre","3","N5","true"
"v0121","国","くに","pays","nom/autre","3","N5","true"
"v0122","会社","かいしゃ","entreprise, société","nom/autre","3","N5","true"
"v0123","うち","うち","maison","nom/autre","3","N5","true"
"v0124","靴","くつ","chaussures","nom/autre","3","N5","true"
"v0125","ネクタイ","ネクタイ","cravate","nom/autre","3","N5","true"
"v0126","ワイン","ワイン","vin","nom/autre","3","N5","true"
"v0127","売り場","うりば","rayon (dans un magasin)","nom/autre","3","N5","true"
"v0128","地下","ちか","sous-sol","nom/autre","3","N5","true"
"v0129","－階","－かい（－がい）","－ étage (Le 1er étage est ２かい en japonais.)","nom/autre","3","N5","true"
"v0130","何階","なんがい","quel étage","nom/autre","3","N5","true"
"v0131","－円","－えん","－ yen","nom/autre","3","N5","true"
"v0132","いくら","いくら","combien (cela coûte)","nom/autre","3","N5","true"
"v0133","百","ひゃく","cent","nom/autre","3","N5","true"
"v0134","千","せん","mille","nom/autre","3","N5","true"
"v0135","万","まん","dix mille","nom/autre","3","N5","true"
"v0136","すみません。","すみません。","Excusez-moi.","verbe","3","N5","true"
"v0137","どうも。","どうも。","Merci.","expression","3","N5","true"
"v0138","いらっしゃいませ。","いらっしゃいませ。","Bienvenue (salutation adressée au client qui entre dans un magasin).","expression","3","N5","true"
"v0139","見せて ください。","みせて ください。","Montrez-moi [～]. Est-ce que je peux voir [～]?","expression","3","N5","true"
"v0140","じゃ","じゃ","alors, eh bien","nom/autre","3","N5","true"
"v0141","ください。","ください。","Donnez-moi [～].","expression","3","N5","true"
"v0142","イタリア","イタリア","Italie","nom/autre","3","N5","true"
"v0143","スイス","スイス","Suisse","nom/autre","3","N5","true"
"v0144","フランス","フランス","France","nom/autre","3","N5","true"
"v0145","ジャカルタ","ジャカルタ","Jakarta","nom/autre","3","N5","true"
"v0146","バンコク","バンコク","Bangkok","nom/autre","3","N5","true"
"v0147","ベルリン","ベルリン","Berlin","nom/autre","3","N5","true"
"v0148","新大阪","しんおおさか","Shin-Osaka (nom d'une gare à Osaka)","nom/autre","3","N5","true"
"v0149","たばこ","たばこ","cigarette","nom/autre","3","N5","true"
"v0150","～で ございます。","～で ございます。","(forme polie de です)","expression","3","N5","true"
"v0152","起きます","おきます","se lever, se réveiller","verbe","4","N5","true"
"v0153","寝ます","ねます","dormir, se coucher","verbe","4","N5","true"
"v0154","働きます","はたらきます","travailler","verbe","4","N5","true"
"v0155","休みます","やすみます","se reposer, prendre un congé","verbe","4","N5","true"
"v0156","勉強します","べんきょうします","étudier","verbe","4","N5","true"
"v0157","終わります","おわります","se terminer, finir","verbe","4","N5","true"
"v0158","デパート","デパート","grand magasin","nom/autre","4","N5","true"
"v0159","銀行","ぎんこう","banque","nom/autre","4","N5","true"
"v0160","郵便局","ゆうびんきょく","bureau de poste","nom/autre","4","N5","true"
"v0161","図書館","としょかん","bibliothèque","nom/autre","4","N5","true"
"v0162","美術館","びじゅつかん","musée","nom/autre","4","N5","true"
"v0163","今","いま","maintenant","nom/autre","4","N5","true"
"v0164","－時","－じ","－ heure(s)","nom/autre","4","N5","true"
"v0165","－分","－ふん（－ぷん）","－ minute(s)","nom/autre","4","N5","true"
"v0166","半","はん","demie (30 minutes)","nom/autre","4","N5","true"
"v0167","何時","なんじ","quelle heure","nom/autre","4","N5","true"
"v0168","何分","なんぷん","combien de minutes","nom/autre","4","N5","true"
"v0169","午前","ごぜん","matin, du matin, matinée","nom/autre","4","N5","true"
"v0170","午後","ごご","après-midi","nom/autre","4","N5","true"
"v0171","朝","あさ","matin","nom/autre","4","N5","true"
"v0172","昼","ひる","midi, jour, journée","nom/autre","4","N5","true"
"v0173","晩（夜）","ばん（よる）","soir, nuit","nom/autre","4","N5","true"
"v0174","おととい","おととい","avant-hier","nom/autre","4","N5","true"
"v0175","きのう","きのう","hier","nom/autre","4","N5","true"
"v0176","きょう","きょう","aujourd'hui","nom/autre","4","N5","true"
"v0177","あした","あした","demain","nom/autre","4","N5","true"
"v0178","あさって","あさって","après-demain","nom/autre","4","N5","true"
"v0179","けさ","けさ","ce matin","nom/autre","4","N5","true"
"v0180","今晩","こんばん","ce soir","nom/autre","4","N5","true"
"v0181","休み","やすみ","repos, vacances, congé","nom/autre","4","N5","true"
"v0182","昼休み","ひるやすみ","pause de midi","nom/autre","4","N5","true"
"v0183","試験","しけん","examen","nom/autre","4","N5","true"
"v0184","会議","かいぎ","réunion (～を します : faire une réunion)","nom/autre","4","N5","true"
"v0185","映画","えいが","cinéma, film","nom/autre","4","N5","true"
"v0186","毎朝","まいあさ","tous les matins","nom/autre","4","N5","true"
"v0187","毎晩","まいばん","tous les soirs","nom/autre","4","N5","true"
"v0188","毎日","まいにち","tous les jours","nom/autre","4","N5","true"
"v0189","月曜日","げつようび","lundi","nom/autre","4","N5","true"
"v0190","火曜日","かようび","mardi","nom/autre","4","N5","true"
"v0191","水曜日","すいようび","mercredi","nom/autre","4","N5","true"
"v0192","木曜日","もくようび","jeudi","nom/autre","4","N5","true"
"v0193","金曜日","きんようび","vendredi","nom/autre","4","N5","true"
"v0194","土曜日","どようび","samedi","nom/autre","4","N5","true"
"v0195","日曜日","にちようび","dimanche","nom/autre","4","N5","true"
"v0196","何曜日","なんようび","quel jour de la semaine","nom/autre","4","N5","true"
"v0197","～から","～から","à partir de ～","nom/autre","4","N5","true"
"v0198","～まで","～まで","jusqu'à ～","nom/autre","4","N5","true"
"v0199","～と ～","～と ～","～ et ～ (utilisé pour relier deux ou plusieurs noms)","nom/autre","4","N5","true"
"v0200","大変ですね。","たいへんですね。","C'est dur (pour vous). (utilisé quand on exprime sa sympathie)","expression","4","N5","true"
"v0201","番号","ばんごう","numéro","nom/autre","4","N5","true"
"v0202","何番","なんばん","quel numéro","nom/autre","4","N5","true"
"v0203","そちら","そちら","là-bas, votre côté, vous","nom/autre","4","N5","true"
"v0204","ニューヨーク","ニューヨーク","New York","nom/autre","4","N5","true"
"v0205","ペキン","ペキン","Pékin (北京)","nom/autre","4","N5","true"
"v0206","ロサンゼルス","ロサンゼルス","Los Angeles","nom/autre","4","N5","true"
"v0207","ロンドン","ロンドン","Londres","nom/autre","4","N5","true"
"v0212","えーと","えーと","euh..., voyons","nom/autre","4","N5","true"
"v0214","お願いします。","おねがいします。","S'il vous plaît (lit. Je demande votre faveur.)","expression","4","N5","true"
"v0215","かしこまりました。","かしこまりました。","Certainement, (monsieur, madame, mademoiselle).","verbe","4","N5","true"
"v0216","お問い合わせの番号","おといあわせのばんごう","le numéro que vous demandez","nom/autre","4","N5","true"
"v0217","ありがとう ございました。","ありがとう ございました。","Merci beaucoup.","verbe","4","N5","true"
"v0218","バンコク","バンコク","Bangkok","nom/autre","4","N5","true"
"v0220","行きます","いきます","aller","verbe","5","N5","true"
"v0221","来ます","きます","venir","verbe","5","N5","true"
"v0222","帰ります","かえります","rentrer (chez soi), retourner","verbe","5","N5","true"
"v0223","学校","がっこう","école","nom/autre","5","N5","true"
"v0224","スーパー","スーパー","supermarché","nom/autre","5","N5","true"
"v0225","駅","えき","gare, station","nom/autre","5","N5","true"
"v0226","飛行機","ひこうき","avion","nom/autre","5","N5","true"
"v0227","船","ふね","bateau","nom/autre","5","N5","true"
"v0228","電車","でんしゃ","train","nom/autre","5","N5","true"
"v0229","地下鉄","ちかてつ","métro","nom/autre","5","N5","true"
"v0230","新幹線","しんかんせん","Shinkansen (TGV japonais)","nom/autre","5","N5","true"
"v0231","バス","バス","bus","nom/autre","5","N5","true"
"v0232","タクシー","タクシー","taxi","nom/autre","5","N5","true"
"v0233","自転車","じてんしゃ","bicyclette","nom/autre","5","N5","true"
"v0234","歩いて","あるいて","à pied","nom/autre","5","N5","true"
"v0235","人","ひと","personne, gens","nom/autre","5","N5","true"
"v0236","友達","ともだち","ami(e)","nom/autre","5","N5","true"
"v0237","彼","かれ","lui, il, petit ami","nom/autre","5","N5","true"
"v0238","彼女","かのじょ","elle, petite amie","nom/autre","5","N5","true"
"v0239","家族","かぞく","famille","nom/autre","5","N5","true"
"v0240","一人で","ひとりで","seul(e), par soi-même","nom/autre","5","N5","true"
"v0241","先週","せんしゅう","la semaine dernière","nom/autre","5","N5","true"
"v0242","今週","こんしゅう","cette semaine","nom/autre","5","N5","true"
"v0243","来週","らいしゅう","la semaine prochaine","nom/autre","5","N5","true"
"v0244","先月","せんげつ","le mois dernier","nom/autre","5","N5","true"
"v0245","今月","こんげつ","ce mois","nom/autre","5","N5","true"
"v0246","来月","らいげつ","le mois prochain","nom/autre","5","N5","true"
"v0247","去年","きょねん","l'année dernière","nom/autre","5","N5","true"
"v0248","ことし","ことし","cette année","nom/autre","5","N5","true"
"v0249","来年","らいねん","l'année prochaine","nom/autre","5","N5","true"
"v0250","－年","－ねん","(l'année)－","nom/autre","5","N5","true"
"v0251","何年","なんねん","quelle année","nom/autre","5","N5","true"
"v0252","－月","－がつ","(le mois de)－","nom/autre","5","N5","true"
"v0253","何月","なんがつ","quel mois","nom/autre","5","N5","true"
"v0254","１日","ついたち","le 1er du mois","nom/autre","5","N5","true"
"v0255","２日","ふつか","le 2 du mois, 2 jours","nom/autre","5","N5","true"
"v0256","３日","みっか","le 3 du mois, 3 jours","nom/autre","5","N5","true"
"v0257","４日","よっか","le 4 du mois, 4 jours","nom/autre","5","N5","true"
"v0258","５日","いつか","le 5 du mois, 5 jours","nom/autre","5","N5","true"
"v0259","６日","むいか","le 6 du mois, 6 jours","nom/autre","5","N5","true"
"v0260","７日","なのか","le 7 du mois, 7 jours","nom/autre","5","N5","true"
"v0261","８日","ようか","le 8 du mois, 8 jours","nom/autre","5","N5","true"
"v0262","９日","ここのか","le 9 du mois, 9 jours","nom/autre","5","N5","true"
"v0263","１０日","とおか","le 10 du mois, 10 jours","nom/autre","5","N5","true"
"v0264","１４日","じゅうよっか","le 14 du mois, 14 jours","nom/autre","5","N5","true"
"v0265","２０日","はつか","le 20 du mois, 20 jours","nom/autre","5","N5","true"
"v0266","２４日","にじゅうよっか","le 24 du mois, 24 jours","nom/autre","5","N5","true"
"v0267","－日","－にち","le － (du mois), － jour(s)","nom/autre","5","N5","true"
"v0268","何日","なんにち","quel jour du mois, combien de jours","nom/autre","5","N5","true"
"v0269","いつ","いつ","quand","nom/autre","5","N5","true"
"v0270","誕生日","たんじょうび","anniversaire","nom/autre","5","N5","true"
"v0271","そうですね。","そうですね。","C'est cela.","expression","5","N5","true"
"v0272","ありがとう ございました。","ありがとう ございました。","Merci [beaucoup].","verbe","5","N5","true"
"v0273","どう いたしまして。","どう いたしまして。","Je vous en prie./De rien.","expression","5","N5","true"
"v0274","－番線","－ばんせん","quai －, voie －","nom/autre","5","N5","true"
"v0275","次の","つぎの","prochain","nom/autre","5","N5","true"
"v0276","普通","ふつう","(train) omnibus","nom/autre","5","N5","true"
"v0277","急行","きゅうこう","(train) express","nom/autre","5","N5","true"
"v0278","特急","とっきゅう","(train) spécial express","nom/autre","5","N5","true"
"v0279","甲子園","こうしえん","Koshien (nom d'une ville près d'Osaka)","nom/autre","5","N5","true"
"v0280","大阪城","おおさかじょう","Osakajo, Château d'Osaka (château célèbre d'Osaka)","nom/autre","5","N5","true"
"v0281","博多","はかた","nom d'une ville à Kyushu","nom/autre","5","N5","true"
"v0282","伏見","ふしみ","nom d'un quartier à Kyoto","nom/autre","5","N5","true"
"v0283","食べます","たべます","manger","verbe","6","N5","true"
"v0284","飲みます","のみます","boire","verbe","6","N5","true"
"v0285","吸います","すいます","fumer [une cigarette]","verbe","6","N5","true"
"v0286","見ます","みます","regarder, voir","verbe","6","N5","true"
"v0287","聞きます","ききます","écouter","verbe","6","N5","true"
"v0288","読みます","よみます","lire","verbe","6","N5","true"
"v0289","書きます","かきます","écrire (かきます signifie également «dessiner» ou «peindre». Dans ce cas-là, ce mot est transcrit en hiragana dans ce livre.)","verbe","6","N5","true"
"v0290","買います","かいます","acheter","verbe","6","N5","true"
"v0291","撮ります","とります","prendre [une photo]","verbe","6","N5","true"
"v0292","します","します","faire","verbe","6","N5","true"
"v0293","会います","あいます","rencontrer, voir [un(e) ami(e)]","verbe","6","N5","true"
"v0294","ごはん","ごはん","repas, riz (cuit)","nom/autre","6","N5","true"
"v0295","朝ごはん","あさごはん","petit déjeuner","nom/autre","6","N5","true"
"v0296","昼ごはん","ひるごはん","déjeuner","nom/autre","6","N5","true"
"v0297","晩ごはん","ばんごはん","dîner","nom/autre","6","N5","true"
"v0298","パン","パン","pain","nom/autre","6","N5","true"
"v0299","卵","たまご","œuf","nom/autre","6","N5","true"
"v0300","肉","にく","viande","nom/autre","6","N5","true"
"v0301","魚","さかな","poisson","nom/autre","6","N5","true"
"v0302","野菜","やさい","légume","nom/autre","6","N5","true"
"v0303","果物","くだもの","fruit","nom/autre","6","N5","true"
"v0304","水","みず","eau","nom/autre","6","N5","true"
"v0305","お茶","おちゃ","thé, thé vert","nom/autre","6","N5","true"
"v0306","紅茶","こうちゃ","thé anglais","nom/autre","6","N5","true"
"v0307","牛乳（ミルク）","ぎゅうにゅう（ミルク）","lait","nom/autre","6","N5","true"
"v0308","ジュース","ジュース","jus (de fruit)","nom/autre","6","N5","true"
"v0309","ビール","ビール","bière","nom/autre","6","N5","true"
"v0310","酒","さけ","alcool, saké japonais (alcool de riz)","nom/autre","6","N5","true"
"v0311","たばこ","たばこ","cigarette","nom/autre","6","N5","true"
"v0312","手紙","てがみ","lettre","nom/autre","6","N5","true"
"v0313","レポート","レポート","rapport, compte-rendu","nom/autre","6","N5","true"
"v0314","写真","しゃしん","photo","nom/autre","6","N5","true"
"v0315","ビデオ","ビデオ","cassette-vidéo, magnétoscope","nom/autre","6","N5","true"
"v0316","店","みせ","magasin, boutique","nom/autre","6","N5","true"
"v0317","庭","にわ","jardin","nom/autre","6","N5","true"
"v0318","宿題","しゅくだい","devoir (～を します : faire ses devoirs)","nom/autre","6","N5","true"
"v0319","テニス","テニス","tennis (～を します : jouer au tennis)","nom/autre","6","N5","true"
"v0320","サッカー","サッカー","football (～を します : jouer au football)","nom/autre","6","N5","true"
"v0321","花見","はなみ","contemplation des fleurs de cerisiers (～を します : aller regarder les fleurs de cerisiers)","nom/autre","6","N5","true"
"v0322","何","なに","que, quoi","nom/autre","6","N5","true"
"v0323","いっしょに","いっしょに","ensemble","nom/autre","6","N5","true"
"v0324","ちょっと","ちょっと","un peu","nom/autre","6","N5","true"
"v0325","いつも","いつも","toujours, habituellement","nom/autre","6","N5","true"
"v0326","時々","ときどき","de temps en temps, parfois","nom/autre","6","N5","true"
"v0327","それから","それから","après cela, ensuite, puis","nom/autre","6","N5","true"
"v0328","ええ","ええ","oui","nom/autre","6","N5","true"
"v0329","いいですね。","いいですね。","Ce serait bien.","expression","6","N5","true"
"v0330","わかりました。","わかりました。","D'accord./Je vois.","verbe","6","N5","true"
"v0331","何ですか。","なんですか。","Oui?","expression","6","N5","true"
"v0332","じゃ、また。","じゃ、また。","Bon [à demain].","expression","6","N5","true"
"v0333","メキシコ","メキシコ","Mexique","nom/autre","6","N5","true"
"v0338","映画","えいが","film, cinéma","nom/autre","6","N5","true"
"v0339","CD","CD","CD, disque compact","nom/autre","6","N5","true"
"v0340","レストラン","レストラン","restaurant","nom/autre","6","N5","true"
"v0341","大阪城公園","おおさかじょうこうえん","Parc du château d'Osaka","nom/autre","6","N5","true"
"v0342","切ります","きります","couper, découper","verbe","7","N5","true"
"v0343","送ります","おくります","envoyer","verbe","7","N5","true"
"v0344","あげます","あげます","donner, offrir","verbe","7","N5","true"
"v0345","もらいます","もらいます","recevoir","verbe","7","N5","true"
"v0346","貸します","かします","prêter, louer","verbe","7","N5","true"
"v0347","借ります","かります","emprunter","verbe","7","N5","true"
"v0348","教えます","おしえます","enseigner, apprendre","verbe","7","N5","true"
"v0349","習います","ならいます","apprendre (par quelqu'un)","verbe","7","N5","true"
"v0350","かけます","かけます","passer [un coup de téléphone], téléphoner","verbe","7","N5","true"
"v0351","手","て","main","nom/autre","7","N5","true"
"v0352","はし","はし","baguettes (pour manger)","nom/autre","7","N5","true"
"v0353","スプーン","スプーン","cuillère","nom/autre","7","N5","true"
"v0354","ナイフ","ナイフ","couteau","nom/autre","7","N5","true"
"v0355","フォーク","フォーク","fourchette","nom/autre","7","N5","true"
"v0356","はさみ","はさみ","ciseaux","nom/autre","7","N5","true"
"v0357","パソコン","パソコン","ordinateur personnel","nom/autre","7","N5","true"
"v0358","ケータイ","ケータイ","téléphone portable","nom/autre","7","N5","true"
"v0359","メール","メール","mail, courriel électronique","nom/autre","7","N5","true"
"v0360","年賀状","ねんがじょう","carte de vœux du Nouvel An","nom/autre","7","N5","true"
"v0361","パンチ","パンチ","perforeuse","nom/autre","7","N5","true"
"v0362","ホッチキス","ホッチキス","agrafeuse","nom/autre","7","N5","true"
"v0363","セロテープ","セロテープ","ruban adhésif, scotch","nom/autre","7","N5","true"
"v0364","消しゴム","けしゴム","gomme à effacer","nom/autre","7","N5","true"
"v0365","紙","かみ","feuille, papier","nom/autre","7","N5","true"
"v0366","花","はな","fleur","nom/autre","7","N5","true"
"v0367","シャツ","シャツ","chemise","nom/autre","7","N5","true"
"v0368","プレゼント","プレゼント","cadeau","nom/autre","7","N5","true"
"v0369","荷物","にもつ","bagage","nom/autre","7","N5","true"
"v0370","お金","おかね","argent","nom/autre","7","N5","true"
"v0371","切符","きっぷ","billet, ticket","nom/autre","7","N5","true"
"v0372","クリスマス","クリスマス","Noël","nom/autre","7","N5","true"
"v0373","父","ちち","père, mon père","nom/autre","7","N5","true"
"v0374","母","はは","mère, ma mère","nom/autre","7","N5","true"
"v0375","お父さん","おとうさん","père (Le père de quelqu'un d'autre. S'emploie aussi pour appeler son propre père.)","nom/autre","7","N5","true"
"v0376","お母さん","おかあさん","mère (La mère de quelqu'un d'autre. S'emploie aussi pour appeler sa propre mère.)","nom/autre","7","N5","true"
"v0377","もう","もう","déjà","nom/autre","7","N5","true"
"v0378","まだ","まだ","pas encore","nom/autre","7","N5","true"
"v0379","これから","これから","maintenant, dès maintenant","nom/autre","7","N5","true"
"v0380","すてきですね。","すてきですね。","[～] est très joli!","expression","7","N5","true"
"v0381","いらっしゃい。","いらっしゃい。","Bonjour. (litt. Bienvenue)","expression","7","N5","true"
