id,japanese,reading,french,category,lesson,level,ready
"v2001","お先に。","おさきに。","Excusez-moi (de partir avant vous)./Je vous laisse.","expression","38","N4","true"
"v2002","原爆ドーム","げんばくドーム","dôme commémoratif de l'explosion de la bombe atomique à Hiroshima","nom/autre","38","N4","true"
"v2003","出雲大社","いずもたいしゃ","temple shinto situé dans la ville d'Izumo dans la préfecture de Shimane","nom/autre","38","N4","true"
"v2004","チェンマイ","チェンマイ","Chiang Mai (en Thaïlande)","nom/autre","38","N4","true"
"v2005","回覧","かいらん","circulaire","nom/autre","38","N4","true"
"v2006","研究室","けんきゅうしつ","bureau de professeur, laboratoire de recherche","nom/autre","38","N4","true"
"v2007","きちんと","きちんと","bien, correctement","nom/autre","38","N4","true"
"v2008","整理します","せいりします","ranger, mettre en ordre","verbe","38","N4","true"
"v2009","方法","ほうほう","méthode, moyen","nom/autre","38","N4","true"
"v2010","～と いう","～と いう","intitulé ～, appelé ～","nom/autre","38","N4","true"
"v2011","－冊","－さつ","(auxiliaire numéral pour compter des livres, etc.)","nom/autre","38","N4","true"
"v2012","はんこ","はんこ","sceau","nom/autre","38","N4","true"
"v2013","押します","おします","apposer [son sceau]","verbe","38","N4","true"
"v2014","双子","ふたご","jumeaux","nom/autre","38","N4","true"
"v2015","姉妹","しまい","sœurs","nom/autre","38","N4","true"
"v2016","５年生","５ねんせい","5ème année (de l'école primaire)","nom/autre","38","N4","true"
"v2017","似て います","にて います","ressembler à, se ressembler","verbe","38","N4","true"
"v2018","性格","せいかく","caractère","nom/autre","38","N4","true"
"v2019","おとなしい","おとなしい","calme, sage, docile","nom/autre","38","N4","true"
"v2020","優しい","やさしい","gentil, doux","nom/autre","38","N4","true"
"v2021","世話を します","せわを します","s'occuper de qqn.","verbe","38","N4","true"
"v2022","時間が たちます","じかんが たちます","le temps passer, s'écouler","verbe","38","N4","true"
"v2023","大好き","だいすき","aimer beaucoup, adorer","adjectif-na","38","N4","true"
"v2024","－点","－てん","－ point(s)","nom/autre","38","N4","true"
"v2025","気が 強い","きが つよい","avoir un fort caractère","nom/autre","38","N4","true"
"v2026","けんかします","けんかします","se quereller, se disputer, se bagarrer","verbe","38","N4","true"
"v2027","不思議","ふしぎ","mystérieux, étranger, curieux","adjectif-na","38","N4","true"
"v2028","年齢","ねんれい","âge","nom/autre","38","N4","true"
"v2029","しかた","しかた","manière (de faire qqch.)","nom/autre","38","N4","true"
"v2030","亡くなります","なくなります","décéder, mourir (expression euphémique de しにます(L.39))","verbe","38","N4","true"
"v2031","うそ","うそ","mensonge, blague","nom/autre","38","N4","true"
"v2032","書類","しょるい","papiers, documents, dossier","nom/autre","38","N4","true"
"v2033","クラス","クラス","classe","nom/autre","38","N4","true"
"v2034","答えます","こたえます","répondre [à une question]","verbe","39","N4","true"
"v2035","倒れます","たおれます","[un immeuble] s'écrouler","verbe","39","N4","true"
"v2036","通ります","とおります","passer [dans la rue]","verbe","39","N4","true"
"v2037","死にます","しにます","mourir","verbe","39","N4","true"
"v2038","びっくりします","びっくりします","être étonné, être surpris","verbe","39","N4","true"
"v2039","がっかりします","がっかりします","être déçu","verbe","39","N4","true"
"v2040","安心します","あんしんします","être rassuré","verbe","39","N4","true"
"v2041","けんかします","けんかします","se quereller, se disputer, se bagarrer","verbe","39","N4","true"
"v2042","離婚します","りこんします","divorcer","verbe","39","N4","true"
"v2043","太ります","ふとります","grossir","verbe","39","N4","true"
"v2044","やせます","やせます","maigrir","verbe","39","N4","true"
"v2045","複雑","ふくざつ","complexe","adjectif-na","39","N4","true"
"v2046","邪魔","じゃま","gênant, encombrant","adjectif-na","39","N4","true"
"v2047","硬い","かたい","dur, rigide, solide","nom/autre","39","N4","true"
"v2048","軟らかい","やわらかい","tendre, mou, moelleux, doux","nom/autre","39","N4","true"
"v2049","汚い","きたない","sale","nom/autre","39","N4","true"
"v2050","うれしい","うれしい","content","nom/autre","39","N4","true"
"v2051","悲しい","かなしい","triste","nom/autre","39","N4","true"
"v2052","恥ずかしい","はずかしい","honteux, gêné, confus","nom/autre","39","N4","true"
"v2053","首相","しゅしょう","Premier ministre","nom/autre","39","N4","true"
"v2054","地震","じしん","tremblement de terre, séisme","nom/autre","39","N4","true"
"v2055","津波","つなみ","tremblement de terre, séisme","nom/autre","39","N4","true"
"v2056","台風","たいふう","typhon","nom/autre","39","N4","true"
"v2057","雷","かみなり","tonnerre, foudre, éclair","nom/autre","39","N4","true"
"v2058","火事","かじ","incendie","nom/autre","39","N4","true"
"v2059","事後","じご","accident","nom/autre","39","N4","true"
"v2060","ハイキング","ハイキング","randonnée, excursion","nom/autre","39","N4","true"
"v2061","見合い","みあい","(rendez-vous arrangé en vue d'un mariage éventuel)","nom/autre","39","N4","true"
"v2062","操作","そうさ","manipulation, manœuvre (～します : manipuler, manœuvrer)","nom/autre","39","N4","true"
"v2063","会場","かいじょう","salle, lieu de réunion, de manifestation, etc.","nom/autre","39","N4","true"
"v2064","～代","～だい","frais de ～","nom/autre","39","N4","true"
"v2065","～屋","～や","-er, -ère, etc. (commerçant, ex. boulanger)","nom/autre","39","N4","true"
"v2066","フロント","フロント","réception","nom/autre","39","N4","true"
"v2067","－号室","－ごうしつ","chambre n° －","nom/autre","39","N4","true"
"v2068","タオル","タオル","serviette","nom/autre","39","N4","true"
"v2069","せっけん","せっけん","savon","nom/autre","39","N4","true"
"v2070","大勢","おおぜい","beaucoup de monde, beaucoup de personnes","nom/autre","39","N4","true"
"v2071","お疲れ様でした。","おつかれさまでした。","Merci de la peine que vous vous êtes donnée. (expression utilisée envers des collègues ou des subalternes pour apprécier leur travail)","expression","39","N4","true"
"v2072","伺います。","うかがいます。","Je viens./J'y vais. (terme de modestie équivalent à いきます)","expression","39","N4","true"
"v2073","途中で","とちゅうで","en chemin, à mi-chemin","nom/autre","39","N4","true"
"v2074","トラック","トラック","camion, poids lourd","nom/autre","39","N4","true"
"v2075","ぶつかります","ぶつかります","(se) heurter, entrer en collision, percuter, cogner","verbe","39","N4","true"
"v2076","大人","おとな","adulte","nom/autre","39","N4","true"
"v2077","しかし","しかし","mais, cependant","nom/autre","39","N4","true"
"v2078","また","また","et puis, en plus","nom/autre","39","N4","true"
"v2079","洋服","ようふく","vêtement occidental","nom/autre","39","N4","true"
"v2080","西洋化します","せいようかします","s'occidentaliser","verbe","39","N4","true"
"v2081","合います","あいます","convenir à, aller bien à","verbe","39","N4","true"
"v2082","今では","いまでは","aujourd'hui, de nos jours, maintenant","nom/autre","39","N4","true"
"v2083","成人式","せいじんしき","cérémonie de la majorité","nom/autre","39","N4","true"
"v2084","伝統的","でんとうてき","traditionnel","adjectif-na","39","N4","true"
"v2085","焼けます","やけます","[une maison] brûler","verbe","39","N4","true"
"v2086","焼けます","やけます","[le pain] être grillé","verbe","39","N4","true"
"v2087","焼けます","やけます","[la viande] être rôtie, être cuite","verbe","39","N4","true"
"v2088","遅刻します","ちこくします","être en retard, arriver en retard","verbe","39","N4","true"
"v2089","早退します","そうたいします","rentrer plus tôt, quitter (l'école ou le bureau) avant la fin (des cours ou du travail)","verbe","39","N4","true"
"v2090","電話代","でんわだい","redevance téléphonique, frais de téléphone","nom/autre","39","N4","true"
"v2091","汗","あせ","transpiration (～を かきます : transpirer)","nom/autre","39","N4","true"
"v2092","並びます","ならびます","faire la queue, s'aligner","verbe","39","N4","true"
"v2093","数えます","かぞえます","compter","verbe","40","N4","true"
"v2094","測ります、量ります","はかります","mesurer, peser","verbe","40","N4","true"
"v2095","確かめます","たしかめます","vérifier, confirmer","verbe","40","N4","true"
"v2096","合います","あいます","[la taille] aller bien","verbe","40","N4","true"
"v2097","出発します","しゅっぱつします","partir","verbe","40","N4","true"
"v2098","到着します","とうちゃくします","arriver","verbe","40","N4","true"
"v2099","酔います","よいます","être ivre, s'enivrer","verbe","40","N4","true"
"v2100","うまく いきます","うまく いきます","se passer bien, marcher bien","verbe","40","N4","true"
"v2101","出ます","でます","[la question] être dans l'examen","verbe","40","N4","true"
"v2102","相談します","そうだんします","discuter, demander conseil, consulter","verbe","40","N4","true"
"v2103","必要","ひつよう","nécessaire","adjectif-na","40","N4","true"
"v2104","天気予報","てんきよほう","prévisions météorologiques","nom/autre","40","N4","true"
"v2105","忘年会","ぼうねんかい","soirée de fin d'année","nom/autre","40","N4","true"
"v2106","新年会","しんねんかい","réunion, soirée de Nouvel An","nom/autre","40","N4","true"
"v2107","二次会","にじかい","seconde partie de la soirée","nom/autre","40","N4","true"
"v2108","発表会","はっぴょうかい","réunion de présentation","nom/autre","40","N4","true"
"v2109","大会","たいかい","(grand) rassemblement, rencontre, congrès","nom/autre","40","N4","true"
"v2110","マラソン","マラソン","marathon","nom/autre","40","N4","true"
"v2111","コンテスト","コンテスト","concours","nom/autre","40","N4","true"
"v2112","表","おもて","endroit, côté face, recto","nom/autre","40","N4","true"
"v2113","裏","うら","envers, l'autre-côté, verso","nom/autre","40","N4","true"
"v2114","まちがい","まちがい","erreur, faute","nom/autre","40","N4","true"
"v2115","傷","きず","défaut, égratignure, blessure, plaie","nom/autre","40","N4","true"
"v2116","ズボン","ズボン","pantalon","nom/autre","40","N4","true"
"v2117","年寄り","としより","personne âgée","nom/autre","40","N4","true"
"v2118","長さ","ながさ","longueur","nom/autre","40","N4","true"
"v2119","重さ","おもさ","poids","nom/autre","40","N4","true"
"v2120","高さ","たかさ","hauteur","nom/autre","40","N4","true"
"v2121","大きさ","おおきさ","grandeur, taille, dimension","nom/autre","40","N4","true"
"v2122","便","びん","vol [－]","nom/autre","40","N4","true"
"v2123","－個","－こ","(auxiliaire numéral pour compter des petites choses)","nom/autre","40","N4","true"
"v2124","－本","－ほん（－ぽん、－ぼん）","(auxiliaire numéral pour compter des objects longs)","nom/autre","40","N4","true"
"v2125","－杯","－はい（－ぱい、－ばい）","－ tasse de, － verre de (auxiliaire numéral pour compter les boissons dans des tasses ou des verres)","nom/autre","40","N4","true"
"v2126","－センチ","－センチ","－ centimètre(s)","nom/autre","40","N4","true"
"v2127","－ミリ","－ミリ","－ millimètre(s)","nom/autre","40","N4","true"
"v2128","－グラム","－グラム","－ gramme(s)","nom/autre","40","N4","true"
"v2129","～以上","～いじょう","égal ou supérieur à ～/à partir de ～/～ ou plus","nom/autre","40","N4","true"
"v2130","～以下","～いか","égal ou inférieur à ～/～ ou moins","nom/autre","40","N4","true"
"v2131","長崎","ながさき","capitale de la préfecture de Nagasaki","nom/autre","40","N4","true"
"v2132","仙台","せんだい","capitale de la préfecture de Miyagi","nom/autre","40","N4","true"
"v2133","JL","JL","Japan Airlines","nom/autre","40","N4","true"
"v2134","七夕祭り","たなばたまつり","Fête des étoiles","nom/autre","40","N4","true"
"v2135","東照宮","とうしょうぐう","temple shinto dédié à Tokugawa Ieyasu, situé à Nikko dans la préfecture de Tochigi","nom/autre","40","N4","true"
"v2136","どうでしょうか。","どうでしょうか。","Comment cela se passe-t-il? (expression de politesse équivalente à どうですか)","expression","40","N4","true"
"v2137","テスト","テスト","examen","nom/autre","40","N4","true"
"v2138","成績","せいせき","résultat, note","nom/autre","40","N4","true"
"v2139","ところで","ところで","à propos","nom/autre","40","N4","true"
"v2140","いらっしゃいます","いらっしゃいます","venir (terme de respect équivalent à きます)","verbe","40","N4","true"
"v2141","様子","ようす","état, apparence, attitude","nom/autre","40","N4","true"
"v2142","事件","じけん","affaire, évènement, incident","nom/autre","40","N4","true"
"v2143","オートバイ","オートバイ","moto","nom/autre","40","N4","true"
"v2144","爆弾","ばくだん","bombe","nom/autre","40","N4","true"
"v2145","積みます","つみます","charger, embarquer","verbe","40","N4","true"
"v2146","運転手","うんてんしゅ","conducteur","nom/autre","40","N4","true"
"v2147","離れた","はなれた","éloigné, lointain","nom/autre","40","N4","true"
"v2148","急に","きゅうに","soudain, tout à coup","nom/autre","40","N4","true"
"v2149","動かします","うごかします","faire démarrer, faire marcher, manœuvrer","verbe","40","N4","true"
"v2150","一生懸命","いっしょうけんめい","de toutes ses forces, avec zèle","nom/autre","40","N4","true"
"v2151","犯人","はんにん","criminel, délinquant","nom/autre","40","N4","true"
"v2152","男","おとこ","homme","nom/autre","40","N4","true"
"v2153","手に 入れます","てに いれます","obtenir, se procurer","verbe","40","N4","true"
"v2154","今でも","いまでも","même maintenant, encore aujourd'hui","nom/autre","40","N4","true"
"v2155","危険","きけん","dangereux","adjectif-na","40","N4","true"
"v2156","宇宙","うちゅう","univers, espace","nom/autre","40","N4","true"
"v2157","地球","ちきゅう","terre, globe","nom/autre","40","N4","true"
"v2158","返事","へんじ","réponse","nom/autre","40","N4","true"
"v2159","申し込み","もうしこみ","demande, souscription, inscription","nom/autre","40","N4","true"
"v2160","ほんとう","ほんとう","vérité, réalité","nom/autre","40","N4","true"
"v2161","－号","－ごう","numéro － (train, typhon, etc.)","nom/autre","40","N4","true"
"v2162","－キロ","－キロ","－ kilogramme(s), － kilomètre(s)","nom/autre","40","N4","true"
"v2163","さあ","さあ","Hmm! (utilisé quand on n'est pas sûr de qch.)","nom/autre","40","N4","true"
"v2164","ゴッホ","ゴッホ","Vincent Van Gogh, peintre hollandais (1853-90)","nom/autre","40","N4","true"
"v2165","雪祭り","ゆきまつり","Fête de la neige à Sapporo","nom/autre","40","N4","true"
"v2166","のぞみ","のぞみ","nom d'un TGV japonais, Shinkansen","nom/autre","40","N4","true"
"v2167","クラス","クラス","classe","nom/autre","40","N4","true"
"v2168","が","が","mais","nom/autre","40","N4","true"
"v2169","うわさします","うわさします","potiner, commérer","verbe","40","N4","true"
"v2170","いただきます","いただきます","recevoir (terme de modestie équivalent à もらいます)","verbe","41","N4","true"
"v2171","くださいます","くださいます","donner (terme de respect équivalent à くれます)","verbe","41","N4","true"
"v2172","やります","やります","donner, offrir (à des personnes plus jeunes ou subordonnées, à des animaux, à des plantes, etc.)","verbe","41","N4","true"
"v2173","上げます","あげます","augmenter, faire monter, lever","verbe","41","N4","true"
"v2174","下げます","さげます","diminuer, faire baisser, baisser","verbe","41","N4","true"
"v2175","親切に します","しんせつに します","être gentil","verbe","41","N4","true"
"v2176","かわいい","かわいい","mignon, adorable","nom/autre","41","N4","true"
"v2177","珍しい","めずらしい","rare, peu commun","nom/autre","41","N4","true"
"v2178","お祝い","おいわい","célébration, félicitations, cadeau (～を します : fêter, féliciter)","nom/autre","41","N4","true"
"v2179","お年玉","おとしだま","étrennes (argent donné pour le Nouvel An)","nom/autre","41","N4","true"
"v2180","見舞い","みまい","(acte (visite, etc.) ou cadeau fait en témoignage de sympathie et de consolation à des personnes malades, blessées ou sinistrées, etc.)","nom/autre","41","N4","true"
"v2181","興味","きょうみ","intérêt (～が あります : s'intéresser [à l'ordinateur])","nom/autre","41","N4","true"
"v2182","情報","じょうほう","information","nom/autre","41","N4","true"
"v2183","文法","ぶんぽう","grammaire","nom/autre","41","N4","true"
"v2184","発音","はつおん","prononciation","nom/autre","41","N4","true"
"v2185","猿","さる","singe","nom/autre","41","N4","true"
"v2186","えさ","えさ","nourriture, pâture","nom/autre","41","N4","true"
"v2187","おもちゃ","おもちゃ","jouet","nom/autre","41","N4","true"
"v2188","絵本","えほん","livre d'images","nom/autre","41","N4","true"
"v2189","絵はがき","えはがき","carte postale illustrée","nom/autre","41","N4","true"
"v2190","ドライバー","ドライバー","tournevis","nom/autre","41","N4","true"
"v2191","ハンカチ","ハンカチ","mouchoir","nom/autre","41","N4","true"
"v2192","靴下","くつした","chaussettes, bas","nom/autre","41","N4","true"
"v2193","手袋","てぶくろ","gants","nom/autre","41","N4","true"
"v2194","幼稚園","ようちえん","école maternelle","nom/autre","41","N4","true"
"v2195","暖房","だんぼう","chauffage","nom/autre","41","N4","true"
"v2196","冷房","れいぼう","climatiseur","nom/autre","41","N4","true"
"v2197","温度","おんど","température","nom/autre","41","N4","true"
"v2198","祖父","そふ","(mon) grand-père","nom/autre","41","N4","true"
"v2199","祖母","そぼ","(ma) grand-mère","nom/autre","41","N4","true"
"v2200","孫","まご","(mes) petits-enfants","nom/autre","41","N4","true"
"v2201","お孫さん","おまごさん","petits-enfants (de quelqu'un d'autre)","nom/autre","41","N4","true"
"v2202","おじ","おじ","(mon) oncle","nom/autre","41","N4","true"
"v2203","おじさん","おじさん","oncle (de quelqu'un d'autre)","nom/autre","41","N4","true"
"v2204","おば","おば","(ma) tante","nom/autre","41","N4","true"
"v2205","おばさん","おばさん","tante (de quelqu'un d'autre)","nom/autre","41","N4","true"
"v2206","管理人","かんりにん","gardien, concierge","nom/autre","41","N4","true"
"v2207","～さん","～さん","(suffixe ajouté à un nom de métier ou un titre afin d'exprimer la politesse)","nom/autre","41","N4","true"
"v2208","この間","このあいだ","l'autre jouer","nom/autre","41","N4","true"
"v2209","ひとこと","ひとこと","quelques mots","nom/autre","41","N4","true"
"v2210","～ずつ","～ずつ","chacun","nom/autre","41","N4","true"
"v2211","二人","ふたり","couple","nom/autre","41","N4","true"
"v2212","お宅","おたく","maison (terme de respect équivalent de うち ou いえ)","nom/autre","41","N4","true"
"v2213","どうぞ お幸せに。","どうぞ おしあわせに。","Je vous souhaite beaucoup de bonheur.","expression","41","N4","true"
"v2214","昔話","むかしばなし","vieux conte, vieille histoire","nom/autre","41","N4","true"
"v2215","ある ～","ある ～","un ～, un certain ～","nom/autre","41","N4","true"
"v2216","男","おとこ","homme","nom/autre","41","N4","true"
"v2217","子どもたち","こどもたち","enfants","nom/autre","41","N4","true"
"v2218","いじめます","いじめます","persécuter, tourmenter, maltraiter","verbe","41","N4","true"
"v2219","かめ","かめ","tortue","nom/autre","41","N4","true"
"v2220","助けます","たすけます","sauver, secourir, apporter son aide","verbe","41","N4","true"
"v2221","優しい","やさしい","gentil, doux","nom/autre","41","N4","true"
"v2222","お姫様","おひめさま","princesse","nom/autre","41","N4","true"
"v2223","暮らします","くらします","vivre","verbe","41","N4","true"
"v2224","陸","りく","terre","nom/autre","41","N4","true"
"v2225","すると","すると","alors","nom/autre","41","N4","true"
"v2226","煙","けむり","fumée","nom/autre","41","N4","true"
"v2227","真っ白","まっしろ","tout blanc","adjectif-na","41","N4","true"
"v2228","中身","なかみ","contenu","nom/autre","41","N4","true"
"v2229","浦島太郎","うらしまたろう","nom du héros d'un vieux conte","nom/autre","41","N4","true"
"v2230","呼びます","よびます","inviter","verbe","41","N4","true"
"v2231","取り替えます","とりかえます","changer, remplacer","verbe","41","N4","true"
"v2232","指輪","ゆびわ","bague","nom/autre","41","N4","true"
"v2233","バッグ","バッグ","sac","nom/autre","41","N4","true"
"v2234","おととし","おととし","il y a deux ans","nom/autre","41","N4","true"
"v2235","はあ","はあ","je vois","nom/autre","41","N4","true"
"v2236","申し訳 ありません。","もうしわけ ありません。","Je suis désolé.","verbe","41","N4","true"
"v2237","預かります","あずかります","garder","verbe","41","N4","true"
"v2238","先日","せんじつ","l'autre jour","nom/autre","41","N4","true"
"v2239","助かります","たすかります","être sauvé (Vous me rendez un grand service.)","verbe","41","N4","true"
"v2240","城","しろ","château","nom/autre","41","N4","true"
"v2241","楽しく","たのしく","joyeusement, dans le bonheur","nom/autre","41","N4","true"
"v2242","包みます","つつみます","envelopper","verbe","42","N4","true"
"v2243","沸かします","わかします","faire bouillir, (faire) chauffer","verbe","42","N4","true"
"v2244","混ぜます","まぜます","mélanger","verbe","42","N4","true"
"v2245","計算します","けいさんします","calculer","verbe","42","N4","true"
"v2246","並びます","ならびます","faire la queue, s'aligner","verbe","42","N4","true"
"v2247","丈夫","じょうぶ","solide, résistant, vigoureux","adjectif-na","42","N4","true"
"v2248","アパート","アパート","appartement","nom/autre","42","N4","true"
"v2249","弁護士","べんごし","avocat","nom/autre","42","N4","true"
"v2250","音楽家","おんがくか","musicien","nom/autre","42","N4","true"
"v2251","子どもたち","こどもたち","enfants","nom/autre","42","N4","true"
"v2252","自然","しぜん","nature","nom/autre","42","N4","true"
"v2253","教育","きょういく","éducation","nom/autre","42","N4","true"
"v2254","文化","ぶんか","culture","nom/autre","42","N4","true"
"v2255","社会","しゃかい","société","nom/autre","42","N4","true"
"v2256","政治","せいじ","politique","nom/autre","42","N4","true"
"v2257","法律","ほうりつ","loi, droit","nom/autre","42","N4","true"
"v2258","戦争","せんそう","guerre","nom/autre","42","N4","true"
"v2259","平和","へいわ","paix","nom/autre","42","N4","true"
"v2260","目的","もくてき","but, objectif","nom/autre","42","N4","true"
"v2261","論文","ろんぶん","thèse, mémoire, article de recherche","nom/autre","42","N4","true"
"v2262","楽しみ","たのしみ","plaisir, divertissement, attente","nom/autre","42","N4","true"
"v2263","ミキサー","ミキサー","mixer, mixeur","nom/autre","42","N4","true"
"v2264","やかん","やかん","bouilloire","nom/autre","42","N4","true"
"v2265","ふた","ふた","capsule, couvercle","nom/autre","42","N4","true"
"v2266","栓抜き","せんぬき","décapsuleur, tire-bouchon","nom/autre","42","N4","true"
"v2267","缶切","かんきり","ouvre-boite","nom/autre","42","N4","true"
"v2268","缶詰","かんづめ","conserve, boîte de conserve","nom/autre","42","N4","true"
"v2269","のし袋","のしぶくろ","enveloppe spéciale pour offrir une somme d'argent","nom/autre","42","N4","true"
"v2270","ふろしき","ふろしき","carré de tissu servant à envelopper et transporter des objets","nom/autre","42","N4","true"
"v2271","そろばん","そろばん","boulier japonais","nom/autre","42","N4","true"
"v2272","体温計","たいおんけい","thermomètre médical","nom/autre","42","N4","true"
"v2273","材料","ざいりょう","ingrédient, matière, matériaux","nom/autre","42","N4","true"
"v2274","ある ～","ある ～","un ～, un certain ～","nom/autre","42","N4","true"
"v2275","一生懸命","いっしょうけんめい","de toute ses forces, avec zèle","nom/autre","42","N4","true"
"v2276","なぜ","なぜ","pourquoi","nom/autre","42","N4","true"
"v2277","どのくらい","どのくらい","(à peu près) combien (quantité, nombre)","nom/autre","42","N4","true"
"v2278","国連","こくれん","ONU (Organisation des Nations Unies)","nom/autre","42","N4","true"
"v2279","エリーゼの ために","エリーゼの ために","Lettre à Élise","nom/autre","42","N4","true"
"v2280","ベートーベン","ベートーベン","Ludwig van Beethoven, compositeur allemand (1770-1827)","nom/autre","42","N4","true"
"v2282","出ます","でます","toucher [son bonus]","verbe","42","N4","true"
"v2283","半分","はんぶん","moitié","nom/autre","42","N4","true"
"v2284","ローン","ローン","crédit, prêt","nom/autre","42","N4","true"
"v2285","カップめん","カップめん","nouilles instantanées vendues dans un bol jetable","nom/autre","42","N4","true"
"v2286","世界初","せかいはつ","le premier dans le monde","nom/autre","42","N4","true"
"v2287","～に よって","～に よって","par ～","nom/autre","42","N4","true"
"v2288","どんぶり","どんぶり","grand bol","nom/autre","42","N4","true"
"v2289","めん","めん","nouilles","nom/autre","42","N4","true"
"v2290","広めます","ひろめます","répandre, diffuser, populariser","verbe","42","N4","true"
"v2291","市場調査","しじょうちょうさ","étude de marché","nom/autre","42","N4","true"
"v2292","割ります","わります","casser, couper","verbe","42","N4","true"
"v2293","注ぎます","そそぎます","verser","verbe","42","N4","true"
"v2294","チキンラーメン","チキンラーメン","nom d'un produit commercial de nouille instantanée","nom/autre","42","N4","true"
"v2295","安藤百福","あんどうももふく","homme d'affaires et inventeur japonais (1910-2007)","nom/autre","42","N4","true"
"v2296","厚い","あつい","épais, gros","nom/autre","42","N4","true"
"v2297","薄い","うすい","mince, fin","nom/autre","42","N4","true"
"v2298","二人","ふたり","couple","nom/autre","42","N4","true"
"v2299","歴史","れきし","histoire","nom/autre","42","N4","true"
"v2300","安全","あんぜん","sécurité","nom/autre","42","N4","true"
"v2301","関係","かんけい","relation, rapport","nom/autre","42","N4","true"
"v2302","石","いし","pierre","nom/autre","42","N4","true"
"v2303","ピラミッド","ピラミッド","pyramide","nom/autre","42","N4","true"
"v2304","データ","データ","donnée","nom/autre","42","N4","true"
"v2305","ファイル","ファイル","classeur, chemise","nom/autre","42","N4","true"
"v2306","ポーランド","ポーランド","Pologne","nom/autre","42","N4","true"
"v2307","セット","セット","attirail, service, jeu","nom/autre","42","N4","true"
"v2308","あと","あと","ce qui (me) restera","nom/autre","42","N4","true"
"v2309","カップラーメン","カップラーメン","nouilles chinoises vendues dans un bol en carton jetable","nom/autre","42","N4","true"
"v2310","インスタントラーメン","インスタントラーメン","nouilles chinoises instantanées","nom/autre","42","N4","true"
"v2311","なべ","なべ","marmite, casserole","nom/autre","42","N4","true"
"v2312","食品","しょくひん","alimentation, nourriture","nom/autre","42","N4","true"
"v2313","調査","ちょうさ","enquête, investigation, recherches","nom/autre","42","N4","true"
"v2314","カップ","カップ","tasse","nom/autre","42","N4","true"
"v2315","また","また","et","nom/autre","42","N4","true"
"v2316","～の 代わりに","～の かわりに","à la place de ～, au lieu de ～","nom/autre","42","N4","true"
"v2317","どこででも","どこででも","n'importe où","nom/autre","42","N4","true"
"v2318","今では","いまでは","aujourd'hui, maintenant","nom/autre","42","N4","true"
"v2319","増えます","ふえます","[l'exportation] augmenter","verbe","43","N4","true"
"v2320","減ります","へります","[l'exportation] diminuer","verbe","43","N4","true"
"v2321","上がります","あがります","[le prix] monter","verbe","43","N4","true"
"v2322","下がります","さがります","[le prix] baisser","verbe","43","N4","true"
"v2323","切れます","きれます","[une ficelle] (se) casser","verbe","43","N4","true"
"v2324","とれます","とれます","[un bouton] partir","verbe","43","N4","true"
"v2325","落ちます","おちます","[un baggage] tomber","verbe","43","N4","true"
"v2326","なくなります","なくなります","il n'y a plus d'[essence], disparaître","verbe","43","N4","true"
"v2327","変","へん","bizarre, étrange","adjectif-na","43","N4","true"
"v2328","幸せ","しあわせ","heureux","adjectif-na","43","N4","true"
"v2329","楽","らく","facile","adjectif-na","43","N4","true"
"v2330","うまい","うまい","bon, délicieux, succulent","nom/autre","43","N4","true"
"v2331","まずい","まずい","pas bon, insipide","nom/autre","43","N4","true"
"v2332","つまらない","つまらない","sans intérêt, ennuyeux, insignifiant, banal","nom/autre","43","N4","true"
"v2333","優しい","やさしい","gentil, doux","nom/autre","43","N4","true"
"v2334","ガソリン","ガソリン","essence","nom/autre","43","N4","true"
"v2335","火","ひ","feu","nom/autre","43","N4","true"
"v2336","パンフレット","パンフレット","brochure, prospectus","nom/autre","43","N4","true"
"v2337","今にも","いまにも","d'un moment à l'autre (utilisé pour décrire une situation juste avant le changement)","nom/autre","43","N4","true"
"v2338","わあ","わあ","Oh!/Ouah!","nom/autre","43","N4","true"
"v2339","ばら","ばら","rose","nom/autre","43","N4","true"
"v2340","ドライブ","ドライブ","promenade en voiture","nom/autre","43","N4","true"
"v2341","理由","りゆう","raison","nom/autre","43","N4","true"
"v2342","謝ります","あやまります","demander pardon","verbe","43","N4","true"
"v2343","知り合います","しりあいます","faire connaissance","verbe","43","N4","true"
"v2344","丈夫","じょうぶ","solide, résistant, bien portant","adjectif-na","43","N4","true"
"v2345","暖房","だんぼう","chauffage","nom/autre","43","N4","true"
"v2346","冷房","れいぼう","climatisation","nom/autre","43","N4","true"
"v2347","センス","センス","goût (～が あります : avoir bon goût [pour s'habiller])","nom/autre","43","N4","true"
"v2348","会員","かいいん","membre","nom/autre","43","N4","true"
"v2349","適当","てきとう","convenable, qui convient","adjectif-na","43","N4","true"
"v2350","年齢","ねんれい","âge","nom/autre","43","N4","true"
"v2351","収入","しゅうにゅう","revenu","nom/autre","43","N4","true"
"v2352","ぴったり","ぴったり","parfaitement, exactement","nom/autre","43","N4","true"
"v2353","そのうえ","そのうえ","de plus, en outre","nom/autre","43","N4","true"
"v2354","～と いいます","～と いいます","s'appeler ～","verbe","43","N4","true"
"v2355","泣きます","なきます","pleurer","verbe","44","N4","true"
"v2356","笑います","わらいます","rire","verbe","44","N4","true"
"v2357","眠ります","ねむります","sleep","verbe","44","N4","true"
"v2358","乾きます","かわきます","[une chemise] sécher","verbe","44","N4","true"
"v2359","ぬれます","ぬれます","[une chemise] être mouillée","verbe","44","N4","true"
